Domain,Project,Task,Details,Start,End,TimeZone,Duration,Decimal Duration,Project-Extra-1,Project-Extra-2,Task-Extra-1,Task-Extra-2
work,industry,projectB,,2019-02-18 10:11,2019-02-18 12:07,UTC+1:00,1:56,1.9333333333333333,,,,
other,break,lunch,,2019-02-18 12:07,2019-02-18 13:02,UTC+1:00,0:55,0.9166666666666666,,,,
work,administrative,meeting,,2019-02-18 13:02,2019-02-18 14:18,UTC+1:00,1:16,1.2666666666666666,,,,
work,research,student,,2019-02-18 14:18,2019-02-18 14:38,UTC+1:00,0:20,0.3333333333333333,,,,
work,administrative,mail,,2019-02-18 14:38,2019-02-18 14:47,UTC+1:00,0:09,0.15,,,,
work,industry,projectB,,2019-02-18 14:47,2019-02-18 15:02,UTC+1:00,0:15,0.25,,,,
work,administrative,tours,,2019-02-18 15:02,2019-02-18 19:50,UTC+1:00,4:48,4.8,,,,
work,research,seminar,,2019-02-19 09:00,2019-02-19 11:50,UTC+1:00,2:50,2.8333333333333335,,,,
other,break,lunch,,2019-02-19 11:50,2019-02-19 12:50,UTC+1:00,1:00,1.0,,,,
work,research,seminar,,2019-02-19 12:50,2019-02-19 17:00,UTC+1:00,4:10,4.166666666666667,,,,
work,research,seminar,,2019-02-20 09:00,2019-02-20 11:55,UTC+1:00,2:55,2.9166666666666665,,,,
other,break,lunch,,2019-02-20 11:55,2019-02-20 13:00,UTC+1:00,1:05,1.0833333333333333,,,,
work,research,seminar,,2019-02-20 13:00,2019-02-20 17:15,UTC+1:00,4:15,4.25,,,,
work,research,writing,,2019-02-20 18:30,2019-02-20 18:59,UTC+1:00,0:29,0.48333333333333334,,,,
work,administrative,tours,,2019-02-21 08:25,2019-02-21 13:29,UTC+1:00,5:04,5.066666666666666,,,,
other,break,lunch,,2019-02-21 13:29,2019-02-21 13:51,UTC+1:00,0:22,0.36666666666666664,,,,
work,administrative,tours,,2019-02-21 13:51,2019-02-21 18:20,UTC+1:00,4:29,4.483333333333333,,,,
work,administrative,paperwork,,2019-02-22 10:04,2019-02-22 10:46,UTC+1:00,0:42,0.7,,,,
work,research,machine learning,,2019-02-22 10:46,2019-02-22 11:03,UTC+1:00,0:17,0.2833333333333333,,,,
work,research,writing,,2019-02-22 11:03,2019-02-22 12:24,UTC+1:00,1:21,1.35,,,,
other,break,lunch,,2019-02-22 12:24,2019-02-22 13:08,UTC+1:00,0:44,0.7333333333333333,,,,
work,research,writing,,2019-02-22 13:08,2019-02-22 14:08,UTC+1:00,1:00,1.0,,,,
work,public,paperwork,,2019-02-22 14:08,2019-02-22 14:20,UTC+1:00,0:12,0.2,,,,
work,research,writing,,2019-02-22 14:20,2019-02-22 17:21,UTC+1:00,3:01,3.0166666666666666,,,,
work,research,writing,,2019-02-22 17:21,2019-02-22 18:06,UTC+1:00,0:45,0.75,,,,
work,research,meeting,,2019-02-22 18:06,2019-02-22 18:36,UTC+1:00,0:30,0.5,,,,
work,research,writing,,2019-02-22 18:36,2019-02-22 19:03,UTC+1:00,0:27,0.45,,,,
work,research,machine learning,,2019-02-25 08:40,2019-02-25 09:30,UTC+1:00,0:50,0.8333333333333334,,,,
work,industry,projectB,,2019-02-25 09:30,2019-02-25 12:14,UTC+1:00,2:44,2.7333333333333334,,,,
other,break,lunch,,2019-02-25 12:14,2019-02-25 13:00,UTC+1:00,0:46,0.7666666666666667,,,,
work,administrative,meeting,,2019-02-25 13:00,2019-02-25 13:58,UTC+1:00,0:58,0.9666666666666667,,,,
work,industry,demonstration,,2019-02-25 13:58,2019-02-25 16:43,UTC+1:00,2:45,2.75,,,,
work,research,presentation,,2019-02-25 18:51,2019-02-25 20:00,UTC+1:00,1:09,1.15,,,,
work,research,presentation,,2019-02-25 20:25,2019-02-25 23:01,UTC+1:00,2:36,2.6,,,,
work,administrative,mail,,2019-02-26 07:45,2019-02-26 08:02,UTC+1:00,0:17,0.2833333333333333,,,,
work,industry,demonstration,,2019-02-26 09:02,2019-02-26 10:27,UTC+1:00,1:25,1.4166666666666667,,,,
work,administrative,paperwork,,2019-02-26 10:27,2019-02-26 11:08,UTC+1:00,0:41,0.6833333333333333,,,,
work,industry,projectB,,2019-02-26 11:08,2019-02-26 11:44,UTC+1:00,0:36,0.6,,,,
work,administrative,paperwork,,2019-02-26 11:44,2019-02-26 12:16,UTC+1:00,0:32,0.5333333333333333,,,,
other,break,lunch,,2019-02-26 12:16,2019-02-26 12:56,UTC+1:00,0:40,0.6666666666666666,,,,
work,industry,projectB,,2019-02-26 12:56,2019-02-26 14:44,UTC+1:00,1:48,1.8,,,,
work,industry,demonstration,,2019-02-26 14:44,2019-02-26 16:00,UTC+1:00,1:16,1.2666666666666666,,,,
work,industry,projectB,,2019-02-26 16:00,2019-02-26 18:00,UTC+1:00,2:00,2.0,,,,
work,research,student,,2019-02-26 18:00,2019-02-26 18:20,UTC+1:00,0:20,0.3333333333333333,,,,
work,administrative,paperwork,,2019-02-26 18:20,2019-02-26 18:27,UTC+1:00,0:07,0.11666666666666667,,,,
work,research,presentation,,2019-02-26 18:27,2019-02-26 18:44,UTC+1:00,0:17,0.2833333333333333,,,,
work,research,writing,,2019-02-26 18:44,2019-02-26 21:01,UTC+1:00,2:17,2.283333333333333,,,,
work,administrative,paperwork,,2019-02-27 10:25,2019-02-27 10:40,UTC+1:00,0:15,0.25,,,,
work,administrative,mail,,2019-02-27 10:40,2019-02-27 11:06,UTC+1:00,0:26,0.43333333333333335,,,,
work,research,machine learning,,2019-02-27 11:06,2019-02-27 11:13,UTC+1:00,0:07,0.11666666666666667,,,,
work,industry,projectA,,2019-02-27 11:13,2019-02-27 11:16,UTC+1:00,0:03,0.05,,,,
work,industry,projectB,,2019-02-27 11:16,2019-02-27 12:11,UTC+1:00,0:55,0.9166666666666666,,,,
other,break,lunch,,2019-02-27 12:11,2019-02-27 12:50,UTC+1:00,0:39,0.65,,,,
work,industry,projectB,,2019-02-27 12:50,2019-02-27 13:16,UTC+1:00,0:26,0.43333333333333335,,,,
work,research,machine learning,,2019-02-27 14:00,2019-02-27 15:14,UTC+1:00,1:14,1.2333333333333334,,,,
work,research,presentation,,2019-02-27 15:14,2019-02-27 16:03,UTC+1:00,0:49,0.8166666666666667,,,,
work,administrative,travel,,2019-02-27 15:23,2019-02-27 22:43,UTC+1:00,7:20,7.333333333333333,,,,
work,research,conference,,2019-02-28 11:45,2019-03-01 00:00,UTC+1:00,12:15,12.25,,,,
work,research,conference,,2019-03-01 00:00,2019-03-01 00:38,UTC+1:00,0:38,0.6333333333333333,,,,
work,research,conference,,2019-03-01 09:00,2019-03-01 13:00,UTC+1:00,4:00,4.0,,,,
other,break,lunch,,2019-03-01 13:00,2019-03-01 14:19,UTC+1:00,1:19,1.3166666666666667,,,,
work,research,conference,,2019-03-01 14:19,2019-03-01 18:50,UTC+1:00,4:31,4.516666666666667,,,,
work,administrative,eventB,,2019-03-01 19:01,2019-03-01 19:23,UTC+1:00,0:22,0.36666666666666664,,,,
work,administrative,eventB,,2019-03-01 19:23,2019-03-01 19:42,UTC+1:00,0:19,0.31666666666666665,,,,
work,research,conference,,2019-03-01 20:25,2019-03-01 23:09,UTC+1:00,2:44,2.7333333333333334,,,,
work,research,presentation,,2019-03-02 10:00,2019-03-02 10:21,UTC+1:00,0:21,0.35,,,,
work,research,conference,,2019-03-02 10:30,2019-03-02 13:21,UTC+1:00,2:51,2.85,,,,
other,break,lunch,,2019-03-02 13:21,2019-03-02 15:07,UTC+1:00,1:46,1.7666666666666666,,,,
work,research,conference,,2019-03-02 15:07,2019-03-02 18:00,UTC+1:00,2:53,2.8833333333333333,,,,
work,research,machine learning,,2019-03-02 18:01,2019-03-02 18:35,UTC+1:00,0:34,0.5666666666666667,,,,
work,research,conference,,2019-03-02 20:34,2019-03-02 21:58,UTC+1:00,1:24,1.4,,,,
work,research,machine learning,,2019-03-02 22:12,2019-03-02 22:45,UTC+1:00,0:33,0.55,,,,
work,research,reading,,2019-03-03 14:00,2019-03-03 14:38,UTC+1:00,0:38,0.6333333333333333,,,,
work,research,conference,,2019-03-04 09:02,2019-03-04 12:00,UTC+1:00,2:58,2.966666666666667,,,,
other,break,lunch,,2019-03-04 12:00,2019-03-04 12:30,UTC+1:00,0:30,0.5,,,,
work,research,conference,,2019-03-04 12:30,2019-03-04 18:40,UTC+1:00,6:10,6.166666666666667,,,,
work,research,conference,,2019-03-05 09:00,2019-03-05 13:30,UTC+1:00,4:30,4.5,,,,
other,break,lunch,,2019-03-05 13:30,2019-03-05 14:37,UTC+1:00,1:07,1.1166666666666667,,,,
work,research,presentation,,2019-03-05 14:37,2019-03-05 15:27,UTC+1:00,0:50,0.8333333333333334,,,,
work,research,conference,,2019-03-05 15:27,2019-03-05 21:30,UTC+1:00,6:03,6.05,,,,
work,administrative,travel,,2019-03-06 12:00,2019-03-06 21:00,UTC+1:00,9:00,9.0,,,,
work,administrative,meeting,,2019-03-07 09:30,2019-03-07 09:47,UTC+1:00,0:17,0.2833333333333333,,,,
work,administrative,paperwork,,2019-03-07 09:47,2019-03-07 10:11,UTC+1:00,0:24,0.4,,,,
work,administrative,mail,,2019-03-07 10:11,2019-03-07 11:03,UTC+1:00,0:52,0.8666666666666667,,,,
work,industry,projectA,,2019-03-07 11:03,2019-03-07 12:25,UTC+1:00,1:22,1.3666666666666667,,,,
other,break,lunch,,2019-03-07 12:25,2019-03-07 12:59,UTC+1:00,0:34,0.5666666666666667,,,,
work,research,presentation,,2019-03-07 12:59,2019-03-07 14:25,UTC+1:00,1:26,1.4333333333333333,,,,
work,industry,projectA,,2019-03-07 14:25,2019-03-07 14:42,UTC+1:00,0:17,0.2833333333333333,,,,
work,research,presentation,,2019-03-07 14:42,2019-03-07 15:03,UTC+1:00,0:21,0.35,,,,
work,public,platform dev,,2019-03-07 15:03,2019-03-07 18:23,UTC+1:00,3:20,3.3333333333333335,,,,
work,research,machine learning,,2019-03-07 18:23,2019-03-07 18:29,UTC+1:00,0:06,0.1,,,,
work,research,machine learning,,2019-03-08 09:08,2019-03-08 09:18,UTC+1:00,0:10,0.16666666666666666,,,,
work,research,presentation,,2019-03-08 09:18,2019-03-08 12:30,UTC+1:00,3:12,3.2,,,,
other,break,lunch,,2019-03-08 12:30,2019-03-08 13:00,UTC+1:00,0:30,0.5,,,,
work,research,presentation,,2019-03-08 13:00,2019-03-08 15:25,UTC+1:00,2:25,2.4166666666666665,,,,
work,administrative,mail,,2019-03-08 15:25,2019-03-08 15:35,UTC+1:00,0:10,0.16666666666666666,,,,
work,public,platform dev,,2019-03-08 15:35,2019-03-08 15:45,UTC+1:00,0:10,0.16666666666666666,,,,
work,research,machine learning,,2019-03-08 15:45,2019-03-08 15:56,UTC+1:00,0:11,0.18333333333333332,,,,
work,research,machine learning,,2019-03-09 19:26,2019-03-09 20:49,UTC+1:00,1:23,1.3833333333333333,,,,
work,research,machine learning,,2019-03-09 22:00,2019-03-10 00:00,UTC+1:00,2:00,2.0,,,,
work,research,machine learning,,2019-03-10 00:00,2019-03-10 00:38,UTC+1:00,0:38,0.6333333333333333,,,,
work,research,presentation,,2019-03-10 10:05,2019-03-10 12:06,UTC+1:00,2:01,2.0166666666666666,,,,
work,administrative,travel,,2019-03-10 12:30,2019-03-10 21:00,UTC+1:00,8:30,8.5,,,,
work,research,presentation,,2019-03-10 21:25,2019-03-11 00:00,UTC+1:00,2:35,2.5833333333333335,,,,
work,research,presentation,,2019-03-11 00:00,2019-03-11 00:24,UTC+1:00,0:24,0.4,,,,
work,administrative,eventB,,2019-03-11 09:00,2019-03-11 12:45,UTC+1:00,3:45,3.75,,,,
other,break,lunch,,2019-03-11 12:45,2019-03-11 13:20,UTC+1:00,0:35,0.5833333333333334,,,,
work,administrative,eventB,,2019-03-11 15:30,2019-03-11 17:34,UTC+1:00,2:04,2.066666666666667,,,,
work,administrative,eventB,,2019-03-12 09:00,2019-03-12 13:00,UTC+1:00,4:00,4.0,,,,
other,break,lunch,,2019-03-12 13:00,2019-03-12 14:00,UTC+1:00,1:00,1.0,,,,
work,research,machine learning,,2019-03-12 20:05,2019-03-13 00:00,UTC+1:00,3:55,3.9166666666666665,,,,
work,research,machine learning,,2019-03-13 00:00,2019-03-13 00:32,UTC+1:00,0:32,0.5333333333333333,,,,
work,research,machine learning,,2019-03-13 08:40,2019-03-13 09:00,UTC+1:00,0:20,0.3333333333333333,,,,
work,administrative,eventB,,2019-03-13 09:00,2019-03-13 13:00,UTC+1:00,4:00,4.0,,,,
other,break,lunch,,2019-03-13 13:00,2019-03-13 13:45,UTC+1:00,0:45,0.75,,,,
work,administrative,eventB,,2019-03-13 13:45,2019-03-13 15:34,UTC+1:00,1:49,1.8166666666666667,,,,
work,public,platform dev,,2019-03-13 15:34,2019-03-13 15:45,UTC+1:00,0:11,0.18333333333333332,,,,
work,research,writing,,2019-03-13 15:45,2019-03-13 19:17,UTC+1:00,3:32,3.533333333333333,,,,
work,research,machine learning,,2019-03-14 08:45,2019-03-14 09:00,UTC+1:00,0:15,0.25,,,,
work,administrative,eventB,,2019-03-14 09:00,2019-03-14 13:00,UTC+1:00,4:00,4.0,,,,
work,administrative,travel,,2019-03-17 16:00,2019-03-17 23:00,UTC+1:00,7:00,7.0,,,,
work,administrative,mail,,2019-03-18 08:23,2019-03-18 08:32,UTC+1:00,0:09,0.15,,,,
work,public,paperwork,,2019-03-18 08:32,2019-03-18 10:13,UTC+1:00,1:41,1.6833333333333333,,,,
work,administrative,mail,,2019-03-18 10:13,2019-03-18 10:35,UTC+1:00,0:22,0.36666666666666664,,,,
other,break,coffee,,2019-03-18 10:35,2019-03-18 10:46,UTC+1:00,0:11,0.18333333333333332,,,,
work,research,writing,,2019-03-18 10:46,2019-03-18 13:56,UTC+1:00,3:10,3.1666666666666665,,,,
other,break,lunch,,2019-03-18 13:56,2019-03-18 14:25,UTC+1:00,0:29,0.48333333333333334,,,,
work,research,writing,,2019-03-18 14:25,2019-03-18 17:00,UTC+1:00,2:35,2.5833333333333335,,,,
work,administrative,mail,,2019-03-19 09:07,2019-03-19 09:34,UTC+1:00,0:27,0.45,,,,
work,industry,projectB,,2019-03-19 09:34,2019-03-19 13:01,UTC+1:00,3:27,3.45,,,,
other,break,lunch,,2019-03-19 13:01,2019-03-19 13:45,UTC+1:00,0:44,0.7333333333333333,,,,
work,industry,projectB,,2019-03-19 13:45,2019-03-19 18:40,UTC+1:00,4:55,4.916666666666667,,,,
work,administrative,mail,,2019-03-20 08:36,2019-03-20 09:00,UTC+1:00,0:24,0.4,,,,
work,industry,projectB,,2019-03-20 09:00,2019-03-20 12:26,UTC+1:00,3:26,3.433333333333333,,,,
other,break,lunch,,2019-03-20 12:26,2019-03-20 13:11,UTC+1:00,0:45,0.75,,,,
work,industry,projectB,,2019-03-20 13:11,2019-03-20 15:40,UTC+1:00,2:29,2.4833333333333334,,,,
work,industry,projectB,,2019-03-20 16:53,2019-03-20 18:36,UTC+1:00,1:43,1.7166666666666666,,,,
work,research,machine learning,,2019-03-20 18:36,2019-03-20 19:12,UTC+1:00,0:36,0.6,,,,
work,industry,projectB,,2019-03-21 09:09,2019-03-21 11:07,UTC+1:00,1:58,1.9666666666666666,,,,
work,research,machine learning,,2019-03-21 11:07,2019-03-21 12:08,UTC+1:00,1:01,1.0166666666666666,,,,
other,break,lunch,,2019-03-21 12:08,2019-03-21 13:00,UTC+1:00,0:52,0.8666666666666667,,,,
work,research,machine learning,,2019-03-21 13:00,2019-03-21 13:19,UTC+1:00,0:19,0.31666666666666665,,,,
work,industry,projectB,,2019-03-21 13:19,2019-03-21 19:52,UTC+1:00,6:33,6.55,,,,
work,administrative,mail,,2019-03-22 10:25,2019-03-22 10:27,UTC+1:00,0:02,0.03333333333333333,,,,
work,research,machine learning,,2019-03-22 10:27,2019-03-22 10:31,UTC+1:00,0:04,0.06666666666666667,,,,
work,research,thesis,,2019-03-22 10:31,2019-03-22 12:48,UTC+1:00,2:17,2.283333333333333,,,,
other,break,lunch,,2019-03-22 13:06,2019-03-22 13:49,UTC+1:00,0:43,0.7166666666666667,,,,
work,research,writing,,2019-03-22 13:49,2019-03-22 16:15,UTC+1:00,2:26,2.433333333333333,,,,
work,research,writing,,2019-03-22 20:30,2019-03-22 21:46,UTC+1:00,1:16,1.2666666666666666,,,,
work,research,thesis,,2019-03-24 11:00,2019-03-24 14:35,UTC+1:00,3:35,3.5833333333333335,,,,
other,break,lunch,,2019-03-24 14:35,2019-03-24 15:35,UTC+1:00,1:00,1.0,,,,
work,research,thesis,,2019-03-24 15:35,2019-03-24 17:25,UTC+1:00,1:50,1.8333333333333333,,,,
work,administrative,mail,,2019-03-25 08:55,2019-03-25 09:50,UTC+1:00,0:55,0.9166666666666666,,,,
work,industry,projectB,,2019-03-25 09:50,2019-03-25 12:13,UTC+1:00,2:23,2.3833333333333333,,,,
other,break,lunch,,2019-03-25 12:13,2019-03-25 13:00,UTC+1:00,0:47,0.7833333333333333,,,,
work,administrative,meeting,,2019-03-25 13:00,2019-03-25 13:30,UTC+1:00,0:30,0.5,,,,
work,research,student,,2019-03-25 13:30,2019-03-25 13:51,UTC+1:00,0:21,0.35,,,,
work,administrative,paperwork,,2019-03-25 13:51,2019-03-25 14:06,UTC+1:00,0:15,0.25,,,,
work,industry,projectB,,2019-03-25 14:06,2019-03-25 19:03,UTC+1:00,4:57,4.95,,,,
work,administrative,mail,,2019-03-26 09:19,2019-03-26 09:42,UTC+1:00,0:23,0.38333333333333336,,,,
work,industry,projectB,,2019-03-26 09:42,2019-03-26 12:15,UTC+1:00,2:33,2.55,,,,
other,break,lunch,,2019-03-26 12:15,2019-03-26 12:58,UTC+1:00,0:43,0.7166666666666667,,,,
work,industry,projectB,,2019-03-26 12:58,2019-03-26 14:11,UTC+1:00,1:13,1.2166666666666666,,,,
work,public,meeting,,2019-03-26 14:11,2019-03-26 15:13,UTC+1:00,1:02,1.0333333333333334,,,,
work,industry,projectA,,2019-03-26 15:13,2019-03-26 16:12,UTC+1:00,0:59,0.9833333333333333,,,,
work,industry,projectB,,2019-03-26 16:12,2019-03-26 17:56,UTC+1:00,1:44,1.7333333333333334,,,,
work,research,student,,2019-03-26 17:56,2019-03-26 19:39,UTC+1:00,1:43,1.7166666666666666,,,,
work,administrative,paperwork,,2019-03-26 19:39,2019-03-26 20:05,UTC+1:00,0:26,0.43333333333333335,,,,
work,administrative,mail,,2019-03-27 08:57,2019-03-27 09:32,UTC+1:00,0:35,0.5833333333333334,,,,
work,industry,projectB,,2019-03-27 09:32,2019-03-27 11:14,UTC+1:00,1:42,1.7,,,,
work,public,meeting,,2019-03-27 11:14,2019-03-27 12:41,UTC+1:00,1:27,1.45,,,,
other,break,lunch,,2019-03-27 12:41,2019-03-27 13:10,UTC+1:00,0:29,0.48333333333333334,,,,
work,industry,projectB,,2019-03-27 13:10,2019-03-27 14:22,UTC+1:00,1:12,1.2,,,,
work,administrative,mail,,2019-03-27 14:22,2019-03-27 14:29,UTC+1:00,0:07,0.11666666666666667,,,,
work,administrative,paperwork,,2019-03-27 14:29,2019-03-27 15:00,UTC+1:00,0:31,0.5166666666666667,,,,
work,research,writing,,2019-03-27 15:00,2019-03-27 15:35,UTC+1:00,0:35,0.5833333333333334,,,,
work,industry,projectB,,2019-03-27 15:35,2019-03-27 16:48,UTC+1:00,1:13,1.2166666666666666,,,,
work,industry,projectA,,2019-03-27 16:48,2019-03-27 17:22,UTC+1:00,0:34,0.5666666666666667,,,,
work,research,student,,2019-03-27 17:22,2019-03-27 17:42,UTC+1:00,0:20,0.3333333333333333,,,,
work,research,writing,,2019-03-27 17:42,2019-03-27 19:03,UTC+1:00,1:21,1.35,,,,
work,administrative,mail,,2019-03-28 08:49,2019-03-28 09:35,UTC+1:00,0:46,0.7666666666666667,,,,
work,public,paperwork,,2019-03-28 09:35,2019-03-28 10:33,UTC+1:00,0:58,0.9666666666666667,,,,
work,public,presentation,,2019-03-28 10:33,2019-03-28 11:55,UTC+1:00,1:22,1.3666666666666667,,,,
work,research,writing,,2019-03-28 11:55,2019-03-28 12:24,UTC+1:00,0:29,0.48333333333333334,,,,
other,break,lunch,,2019-03-28 12:24,2019-03-28 13:10,UTC+1:00,0:46,0.7666666666666667,,,,
work,public,presentation,,2019-03-28 13:10,2019-03-28 14:20,UTC+1:00,1:10,1.1666666666666667,,,,
work,research,student,,2019-03-28 14:20,2019-03-28 16:01,UTC+1:00,1:41,1.6833333333333333,,,,
work,research,writing,,2019-03-28 16:01,2019-03-28 18:05,UTC+1:00,2:04,2.066666666666667,,,,
work,industry,projectA,,2019-03-28 18:05,2019-03-28 18:24,UTC+1:00,0:19,0.31666666666666665,,,,
work,research,writing,,2019-03-28 21:26,2019-03-28 22:04,UTC+1:00,0:38,0.6333333333333333,,,,
work,research,student,,2019-03-28 22:41,2019-03-28 23:28,UTC+1:00,0:47,0.7833333333333333,,,,
work,research,writing,,2019-03-29 10:01,2019-03-29 10:50,UTC+1:00,0:49,0.8166666666666667,,,,
work,research,writing,,2019-03-29 11:15,2019-03-29 11:41,UTC+1:00,0:26,0.43333333333333335,,,,
work,administrative,meeting,,2019-03-29 11:41,2019-03-29 12:35,UTC+1:00,0:54,0.9,,,,
work,research,reading,,2019-03-29 13:00,2019-03-29 14:46,UTC+1:00,1:46,1.7666666666666666,,,,
work,research,reading,,2019-03-31 16:55,2019-03-31 18:28,UTC+2:00,1:33,1.55,,,,
work,industry,projectA,,2019-04-01 10:30,2019-04-01 10:58,UTC+2:00,0:28,0.4666666666666667,,,,
work,administrative,mail,,2019-04-01 10:58,2019-04-01 11:35,UTC+2:00,0:37,0.6166666666666667,,,,
work,public,paperwork,,2019-04-01 11:35,2019-04-01 11:44,UTC+2:00,0:09,0.15,,,,
work,research,reading,,2019-04-01 11:44,2019-04-01 12:26,UTC+2:00,0:42,0.7,,,,
other,break,lunch,,2019-04-01 12:26,2019-04-01 13:03,UTC+2:00,0:37,0.6166666666666667,,,,
work,administrative,meeting,,2019-04-01 13:03,2019-04-01 14:12,UTC+2:00,1:09,1.15,,,,
work,industry,projectA,,2019-04-01 14:12,2019-04-01 14:49,UTC+2:00,0:37,0.6166666666666667,,,,
work,public,paperwork,,2019-04-01 14:49,2019-04-01 15:10,UTC+2:00,0:21,0.35,,,,
work,research,teaching,,2019-04-01 15:10,2019-04-01 15:48,UTC+2:00,0:38,0.6333333333333333,,,,
work,public,paperwork,,2019-04-01 15:48,2019-04-01 16:22,UTC+2:00,0:34,0.5666666666666667,,,,
work,research,reading,,2019-04-01 16:22,2019-04-01 17:16,UTC+2:00,0:54,0.9,,,,
work,administrative,paperwork,,2019-04-01 17:16,2019-04-01 17:19,UTC+2:00,0:03,0.05,,,,
work,administrative,mail,,2019-04-02 09:00,2019-04-02 09:40,UTC+2:00,0:40,0.6666666666666666,,,,
work,public,platform dev,,2019-04-02 09:40,2019-04-02 10:30,UTC+2:00,0:50,0.8333333333333334,,,,
work,administrative,travel,,2019-04-02 10:30,2019-04-02 14:29,UTC+2:00,3:59,3.9833333333333334,,,,
other,break,lunch,,2019-04-02 14:29,2019-04-02 17:36,UTC+2:00,3:07,3.1166666666666667,,,,
work,administrative,travel,,2019-04-02 17:36,2019-04-02 19:00,UTC+2:00,1:24,1.4,,,,
work,public,platform dev,,2019-04-02 19:00,2019-04-02 19:25,UTC+2:00,0:25,0.4166666666666667,,,,
work,public,conference,,2019-04-03 09:30,2019-04-03 17:00,UTC+2:00,7:30,7.5,,,,
work,public,conference,,2019-04-04 09:30,2019-04-04 13:55,UTC+2:00,4:25,4.416666666666667,,,,
work,administrative,travel,,2019-04-04 13:55,2019-04-04 19:09,UTC+2:00,5:14,5.233333333333333,,,,
work,administrative,mail,,2019-04-05 09:41,2019-04-05 09:43,UTC+2:00,0:02,0.03333333333333333,,,,
work,research,writing,,2019-04-05 09:43,2019-04-05 13:48,UTC+2:00,4:05,4.083333333333333,,,,
other,break,lunch,,2019-04-05 13:48,2019-04-05 14:36,UTC+2:00,0:48,0.8,,,,
work,research,writing,,2019-04-05 14:36,2019-04-05 19:23,UTC+2:00,4:47,4.783333333333333,,,,
work,research,machine learning,,2019-04-07 10:50,2019-04-07 13:11,UTC+2:00,2:21,2.35,,,,
other,break,lunch,,2019-04-07 13:11,2019-04-07 13:56,UTC+2:00,0:45,0.75,,,,
work,research,machine learning,,2019-04-07 13:56,2019-04-07 16:57,UTC+2:00,3:01,3.0166666666666666,,,,
work,research,machine learning,,2019-04-07 18:15,2019-04-07 19:30,UTC+2:00,1:15,1.25,,,,
work,research,machine learning,,2019-04-07 20:26,2019-04-07 21:25,UTC+2:00,0:59,0.9833333333333333,,,,
work,administrative,mail,,2019-04-08 08:36,2019-04-08 08:39,UTC+2:00,0:03,0.05,,,,
work,public,presentation,,2019-04-08 08:39,2019-04-08 10:58,UTC+2:00,2:19,2.316666666666667,,,,
work,research,student,,2019-04-08 10:58,2019-04-08 12:20,UTC+2:00,1:22,1.3666666666666667,,,,
other,break,lunch,,2019-04-08 12:20,2019-04-08 12:55,UTC+2:00,0:35,0.5833333333333334,,,,
work,administrative,meeting,,2019-04-08 12:55,2019-04-08 13:39,UTC+2:00,0:44,0.7333333333333333,,,,
work,administrative,mail,,2019-04-08 13:39,2019-04-08 13:40,UTC+2:00,0:01,0.016666666666666666,,,,
work,administrative,paperwork,,2019-04-08 13:40,2019-04-08 14:00,UTC+2:00,0:20,0.3333333333333333,,,,
work,research,teaching,,2019-04-08 14:00,2019-04-08 15:19,UTC+2:00,1:19,1.3166666666666667,,,,
work,administrative,mail,,2019-04-08 15:19,2019-04-08 16:18,UTC+2:00,0:59,0.9833333333333333,,,,
work,research,machine learning,,2019-04-08 16:18,2019-04-08 16:57,UTC+2:00,0:39,0.65,,,,
work,administrative,paperwork,,2019-04-08 16:57,2019-04-08 17:10,UTC+2:00,0:13,0.21666666666666667,,,,
work,research,machine learning,,2019-04-09 08:45,2019-04-09 09:42,UTC+2:00,0:57,0.95,,,,
work,research,writing,,2019-04-09 09:42,2019-04-09 10:30,UTC+2:00,0:48,0.8,,,,
work,industry,projectA,,2019-04-09 10:30,2019-04-09 11:04,UTC+2:00,0:34,0.5666666666666667,,,,
work,research,student,,2019-04-09 11:04,2019-04-09 11:19,UTC+2:00,0:15,0.25,,,,
work,industry,projectA,,2019-04-09 11:19,2019-04-09 12:22,UTC+2:00,1:03,1.05,,,,
other,break,lunch,,2019-04-09 12:22,2019-04-09 13:20,UTC+2:00,0:58,0.9666666666666667,,,,
work,industry,projectA,,2019-04-09 13:00,2019-04-09 16:18,UTC+2:00,3:18,3.3,,,,
work,research,writing,,2019-04-09 16:18,2019-04-09 16:38,UTC+2:00,0:20,0.3333333333333333,,,,
work,industry,projectA,,2019-04-09 16:38,2019-04-09 18:03,UTC+2:00,1:25,1.4166666666666667,,,,
work,research,writing,,2019-04-09 18:03,2019-04-09 19:38,UTC+2:00,1:35,1.5833333333333333,,,,
work,administrative,mail,,2019-04-10 09:13,2019-04-10 09:37,UTC+2:00,0:24,0.4,,,,
work,industry,training,,2019-04-10 09:37,2019-04-10 12:20,UTC+2:00,2:43,2.716666666666667,,,,
other,break,lunch,,2019-04-10 12:20,2019-04-10 13:41,UTC+2:00,1:21,1.35,,,,
work,industry,training,,2019-04-10 13:41,2019-04-10 16:28,UTC+2:00,2:47,2.783333333333333,,,,
work,industry,projectA,,2019-04-10 16:28,2019-04-10 16:35,UTC+2:00,0:07,0.11666666666666667,,,,
work,industry,training,,2019-04-10 16:35,2019-04-10 18:45,UTC+2:00,2:10,2.1666666666666665,,,,
work,administrative,mail,,2019-04-11 09:14,2019-04-11 09:22,UTC+2:00,0:08,0.13333333333333333,,,,
